codigo_municipio,municipio,uf_sigla,uf_nome,regiao,mesorregiao,microrregiao,populacao,pib_total_mil_reais,vab_adm_publica_mil_reais,vab_agropecuaria_mil_reais,vab_industria_mil_reais,vab_servicos_mil_reais,pib_per_capita_reais,cluster
1100015,Alta Floresta D'Oeste,RO,Rondônia,Norte,Leste Rondoniense,Cacoal,22516.0,734467.0,173122.0,311469.0,27845.0,172435.0,32619.78148871913,1
1100023,Ariquemes,RO,Rondônia,Norte,Leste Rondoniense,Ariquemes,111148.0,3211294.0,782306.0,293001.0,407675.0,1307977.0,28892.053838125743,1
1100031,Cabixi,RO,Rondônia,Norte,Leste Rondoniense,Colorado do Oeste,5067.0,238414.0,46579.0,136659.0,8117.0,35866.0,47052.29919084271,0
1100049,Cacoal,RO,Rondônia,Norte,Leste Rondoniense,Cacoal,86416.0,2792506.0,629109.0,341315.0,236801.0,1200654.0,32314.68709498241,1
1100056,Cerejeiras,RO,Rondônia,Norte,Leste Rondoniense,Colorado do Oeste,16088.0,743062.0,123365.0,151690.0,27433.0,308668.0,46187.34460467429,1
1100064,Colorado do Oeste,RO,Rondônia,Norte,Leste Rondoniense,Colorado do Oeste,15213.0,424846.0,114881.0,123524.0,28827.0,124601.0,27926.510221521068,0
1100072,Corumbiara,RO,Rondônia,Norte,Leste Rondoniense,Colorado do Oeste,7052.0,396740.0,60535.0,260728.0,14014.0,45392.0,56259.21724333522,0
1100080,Costa Marques,RO,Rondônia,Norte,Madeira-Guaporé,Guajará-Mirim,19255.0,316672.0,128057.0,116783.0,6683.0,53392.0,16446.221760581666,0
1100098,Espigão D'Oeste,RO,Rondônia,Norte,Leste Rondoniense,Cacoal,33009.0,773372.0,217511.0,202434.0,54682.0,221162.0,23429.125390045137,1
1100106,Guajará-Mirim,RO,Rondônia,Norte,Madeira-Guaporé,Guajará-Mirim,46930.0,1054255.0,319235.0,77442.0,40538.0,436344.0,22464.415086298744,1
1100114,Jaru,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,51469.0,1764718.0,379860.0,280711.0,177623.0,688455.0,34287.00771338087,1
1100122,Ji-Paraná,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,131026.0,4230355.0,876139.0,206345.0,502238.0,1926052.0,32286.378276067346,1
1100130,Machadinho D'Oeste,RO,Rondônia,Norte,Leste Rondoniense,Ariquemes,41724.0,890319.0,275753.0,352193.0,34663.0,174794.0,21338.2945067587,1
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,Norte,Leste Rondoniense,Alvorada D'Oeste,20504.0,549853.0,142582.0,228451.0,25505.0,114551.0,26816.86500195084,1
1100155,Ouro Preto do Oeste,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,35445.0,986046.0,249016.0,216209.0,71311.0,352572.0,27819.04358865849,1
1100189,Pimenta Bueno,RO,Rondônia,Norte,Leste Rondoniense,Vilhena,37098.0,1642621.0,280779.0,297492.0,207693.0,550816.0,44277.8856003019,1
1100205,Porto Velho,RO,Rondônia,Norte,Madeira-Guaporé,Porto Velho,548952.0,20056138.0,3983359.0,1041285.0,4625035.0,7555290.0,36535.32184963348,1
1100254,Presidente Médici,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,18165.0,560210.0,134437.0,183438.0,50710.0,140128.0,30840.077071290943,1
1100262,Rio Crespo,RO,Rondônia,Norte,Leste Rondoniense,Ariquemes,3843.0,184428.0,36557.0,115354.0,7564.0,18756.0,47990.63231850117,0
1100288,Rolim de Moura,RO,Rondônia,Norte,Leste Rondoniense,Cacoal,55748.0,1565241.0,411623.0,194673.0,171674.0,606268.0,28077.07899834972,1
1100296,Santa Luzia D'Oeste,RO,Rondônia,Norte,Leste Rondoniense,Cacoal,5942.0,213590.0,51633.0,106980.0,13083.0,33188.0,35945.80949175362,0
1100304,Vilhena,RO,Rondônia,Norte,Leste Rondoniense,Vilhena,104517.0,4215442.0,777252.0,674880.0,369206.0,1712252.0,40332.59661107762,1
1100320,São Miguel do Guaporé,RO,Rondônia,Norte,Leste Rondoniense,Alvorada D'Oeste,23147.0,905341.0,176034.0,381639.0,82318.0,199588.0,39112.67118849095,1
1100338,Nova Mamoré,RO,Rondônia,Norte,Madeira-Guaporé,Porto Velho,32184.0,742686.0,214672.0,344263.0,21481.0,129299.0,23076.249067859808,1
1100346,Alvorada D'Oeste,RO,Rondônia,Norte,Leste Rondoniense,Alvorada D'Oeste,13807.0,352630.0,104853.0,147689.0,11553.0,72543.0,25539.94350691678,0
1100379,Alto Alegre dos Parecis,RO,Rondônia,Norte,Leste Rondoniense,Cacoal,13268.0,483672.0,103294.0,277664.0,18507.0,63694.0,36454.02472113355,0
1100403,Alto Paraíso,RO,Rondônia,Norte,Leste Rondoniense,Ariquemes,22258.0,510740.0,148951.0,185477.0,24384.0,119576.0,22946.356366250337,1
1100452,Buritis,RO,Rondônia,Norte,Madeira-Guaporé,Porto Velho,41043.0,966556.0,272916.0,336953.0,35156.0,248229.0,23549.83797480691,1
1100502,Novo Horizonte do Oeste,RO,Rondônia,Norte,Leste Rondoniense,Cacoal,8125.0,231501.0,61438.0,106736.0,12106.0,40100.0,28492.43076923077,0
1100601,Cacaulândia,RO,Rondônia,Norte,Leste Rondoniense,Ariquemes,6307.0,275338.0,47544.0,194610.0,3288.0,22239.0,43655.937846836845,0
1100700,Campo Novo de Rondônia,RO,Rondônia,Norte,Madeira-Guaporé,Porto Velho,14391.0,369127.0,105266.0,204767.0,15949.0,32157.0,25649.850601070117,0
1100809,Candeias do Jamari,RO,Rondônia,Norte,Madeira-Guaporé,Porto Velho,28068.0,655569.0,204882.0,141452.0,133643.0,138507.0,23356.45575032065,1
1100908,Castanheiras,RO,Rondônia,Norte,Leste Rondoniense,Cacoal,2923.0,99627.0,28281.0,56909.0,2351.0,8867.0,34083.817995210404,0
1100924,Chupinguaia,RO,Rondônia,Norte,Leste Rondoniense,Vilhena,11755.0,468793.0,102007.0,224569.0,44525.0,70952.0,39880.30625265844,1
1100940,Cujubim,RO,Rondônia,Norte,Madeira-Guaporé,Porto Velho,27131.0,487756.0,179118.0,153670.0,44087.0,84329.0,17977.811359699237,1
1101005,Governador Jorge Teixeira,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,7130.0,239331.0,57878.0,146346.0,5056.0,22483.0,33566.76016830294,0
1101104,Itapuã do Oeste,RO,Rondônia,Norte,Madeira-Guaporé,Porto Velho,10819.0,209927.0,79560.0,65085.0,14563.0,39827.0,19403.54931139662,0
1101203,Ministro Andreazza,RO,Rondônia,Norte,Leste Rondoniense,Cacoal,9461.0,297876.0,69320.0,132934.0,14076.0,59932.0,31484.621075996198,0
1101302,Mirante da Serra,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,10691.0,262627.0,75075.0,85084.0,14248.0,71351.0,24565.241792161632,0
1101401,Monte Negro,RO,Rondônia,Norte,Leste Rondoniense,Ariquemes,16158.0,389781.0,116303.0,153360.0,23162.0,76036.0,24123.09691793539,0
1101435,Nova União,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,6822.0,157321.0,48987.0,82596.0,3240.0,16675.0,23060.83260041044,0
1101450,Parecis,RO,Rondônia,Norte,Leste Rondoniense,Vilhena,6319.0,155430.0,47707.0,85286.0,3441.0,13907.0,24597.2463997468,0
1101468,Pimenteiras do Oeste,RO,Rondônia,Norte,Leste Rondoniense,Colorado do Oeste,2127.0,246209.0,26359.0,178073.0,8909.0,24663.0,115754.11377527034,0
1101476,Primavera de Rondônia,RO,Rondônia,Norte,Leste Rondoniense,Vilhena,2697.0,107030.0,28333.0,62242.0,2158.0,10663.0,39684.83500185391,0
1101484,São Felipe D'Oeste,RO,Rondônia,Norte,Leste Rondoniense,Vilhena,4962.0,130675.0,40952.0,62311.0,3163.0,18618.0,26335.147118097542,0
1101492,São Francisco do Guaporé,RO,Rondônia,Norte,Madeira-Guaporé,Guajará-Mirim,21088.0,488141.0,142430.0,203490.0,17335.0,95719.0,23147.80918057663,1
1101500,Seringueiras,RO,Rondônia,Norte,Leste Rondoniense,Alvorada D'Oeste,11846.0,332986.0,89980.0,147309.0,11108.0,61163.0,28109.57285159548,0
1101559,Teixeirópolis,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,4160.0,121304.0,34222.0,62959.0,3839.0,15260.0,29159.615384615383,0
1101609,Theobroma,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,10348.0,257436.0,79582.0,140069.0,5760.0,23489.0,24877.85079242366,0
1101708,Urupá,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,11081.0,273505.0,85571.0,110938.0,9244.0,54174.0,24682.339139066877,0
1101757,Vale do Anari,RO,Rondônia,Norte,Leste Rondoniense,Ariquemes,11545.0,220948.0,84100.0,93455.0,6693.0,27970.0,19137.98181030749,0
1101807,Vale do Paraíso,RO,Rondônia,Norte,Leste Rondoniense,Ji-Paraná,6490.0,185648.0,53871.0,100039.0,4130.0,20871.0,28605.23882896764,0
1200013,Acrelândia,AC,Acre,Norte,Vale do Acre,Rio Branco,15721.0,398725.0,114911.0,157858.0,13439.0,91389.0,25362.572355448126,0
1200054,Assis Brasil,AC,Acre,Norte,Vale do Acre,Brasiléia,7649.0,133916.0,61986.0,44810.0,3944.0,20601.0,17507.648058569746,0
1200104,Brasiléia,AC,Acre,Norte,Vale do Acre,Brasiléia,27123.0,685636.0,203112.0,185724.0,45440.0,171335.0,25278.76709803488,1
1200138,Bujari,AC,Acre,Norte,Vale do Acre,Rio Branco,10572.0,300830.0,81806.0,168856.0,8391.0,36998.0,28455.35376466137,0
1200179,Capixaba,AC,Acre,Norte,Vale do Acre,Rio Branco,12280.0,512353.0,94528.0,342298.0,13142.0,52997.0,41722.55700325733,0
1200203,Cruzeiro do Sul,AC,Acre,Norte,Vale do Juruá,Cruzeiro do Sul,89760.0,2058630.0,696402.0,100357.0,167725.0,900140.0,22934.826203208555,1
1200252,Epitaciolândia,AC,Acre,Norte,Vale do Acre,Brasiléia,18979.0,644542.0,143215.0,160895.0,22540.0,246925.0,33960.79877759629,1
1200302,Feijó,AC,Acre,Norte,Vale do Juruá,Tarauacá,34986.0,567040.0,248872.0,172858.0,24431.0,103190.0,16207.62590750586,1
1200328,Jordão,AC,Acre,Norte,Vale do Juruá,Tarauacá,8628.0,113975.0,73684.0,21977.0,2460.0,14031.0,13209.898006490495,0
1200336,Mâncio Lima,AC,Acre,Norte,Vale do Juruá,Cruzeiro do Sul,19643.0,269205.0,147682.0,53381.0,13659.0,48626.0,13704.882146311664,0
1200344,Manoel Urbano,AC,Acre,Norte,Vale do Acre,Sena Madureira,9701.0,184904.0,74979.0,55704.0,11432.0,33663.0,19060.30306154005,0
1200351,Marechal Thaumaturgo,AC,Acre,Norte,Vale do Juruá,Cruzeiro do Sul,19727.0,256865.0,161583.0,56419.0,5964.0,29458.0,13020.986465250671,0
1200385,Plácido de Castro,AC,Acre,Norte,Vale do Acre,Rio Branco,20147.0,601471.0,149486.0,309366.0,17444.0,98405.0,29854.122201816648,1
1200393,Porto Walter,AC,Acre,Norte,Vale do Juruá,Cruzeiro do Sul,12497.0,160535.0,104988.0,25573.0,4314.0,22836.0,12845.883011922862,0
1200401,Rio Branco,AC,Acre,Norte,Vale do Acre,Rio Branco,419452.0,10955675.0,2949436.0,464933.0,880534.0,5153657.0,26119.019577925483,1
1200427,Rodrigues Alves,AC,Acre,Norte,Vale do Juruá,Cruzeiro do Sul,19767.0,255649.0,158224.0,55116.0,7342.0,31896.0,12933.12085799565,0
1200435,Santa Rosa do Purus,AC,Acre,Norte,Vale do Acre,Sena Madureira,6893.0,108545.0,64913.0,25745.0,2260.0,14094.0,15747.13477440882,0
1200450,Senador Guiomard,AC,Acre,Norte,Vale do Acre,Rio Branco,23446.0,779672.0,175830.0,391220.0,30582.0,150418.0,33253.94523586113,1
1200500,Sena Madureira,AC,Acre,Norte,Vale do Acre,Sena Madureira,47168.0,748094.0,322724.0,209649.0,36344.0,153428.0,15860.20183175034,1
1200609,Tarauacá,AC,Acre,Norte,Vale do Juruá,Tarauacá,43730.0,711884.0,322737.0,176339.0,23416.0,158432.0,16279.07614909673,1
1200708,Xapuri,AC,Acre,Norte,Vale do Acre,Brasiléia,19866.0,454981.0,142223.0,199221.0,23433.0,69331.0,22902.496728078124,0
1200807,Porto Acre,AC,Acre,Norte,Vale do Acre,Rio Branco,19141.0,471315.0,139960.0,259571.0,13578.0,50907.0,24623.32166553472,0
1300029,Alvarães,AM,Amazonas,Norte,Centro Amazonense,Tefé,16396.0,217333.0,104372.0,66407.0,10232.0,32276.0,13255.245181751648,0
1300060,Amaturá,AM,Amazonas,Norte,Sudoeste Amazonense,Alto Solimões,11934.0,118872.0,77746.0,13548.0,5177.0,19564.0,9960.78431372549,0
1300086,Anamã,AM,Amazonas,Norte,Centro Amazonense,Coari,14292.0,138599.0,72410.0,36624.0,6641.0,20014.0,9697.66302826756,0
1300102,Anori,AM,Amazonas,Norte,Centro Amazonense,Coari,21937.0,248435.0,115607.0,83155.0,10307.0,33233.0,11324.930482746046,0
1300144,Apuí,AM,Amazonas,Norte,Sul Amazonense,Madeira,22739.0,297810.0,113589.0,84456.0,24728.0,59992.0,13096.882008883416,0
1300201,Atalaia do Norte,AM,Amazonas,Norte,Sudoeste Amazonense,Alto Solimões,20868.0,184947.0,123689.0,26576.0,5316.0,25013.0,8862.708453133984,0
1300300,Autazes,AM,Amazonas,Norte,Centro Amazonense,Manaus,41005.0,506341.0,238317.0,118724.0,31985.0,95443.0,12348.274600658457,1
1300409,Barcelos,AM,Amazonas,Norte,Norte Amazonense,Rio Negro,27772.0,245622.0,146400.0,31862.0,19069.0,41809.0,8844.231600172836,0
1300508,Barreirinha,AM,Amazonas,Norte,Centro Amazonense,Parintins,32919.0,344890.0,208090.0,52171.0,16600.0,57523.0,10476.92821774659,0
1300607,Benjamin Constant,AM,Amazonas,Norte,Sudoeste Amazonense,Alto Solimões,44873.0,388781.0,251028.0,36799.0,24291.0,64580.0,8664.029594633745,0
1300631,Beruri,AM,Amazonas,Norte,Centro Amazonense,Coari,20503.0,211871.0,129777.0,26467.0,10112.0,38303.0,10333.65848900161,0
1300680,Boa Vista do Ramos,AM,Amazonas,Norte,Centro Amazonense,Parintins,20040.0,182412.0,112933.0,25810.0,9165.0,30379.0,9102.395209580838,0
1300706,Boca do Acre,AM,Amazonas,Norte,Sul Amazonense,Boca do Acre,34958.0,512796.0,189778.0,121255.0,53417.0,115369.0,14668.916986097604,1
1300805,Borba,AM,Amazonas,Norte,Sul Amazonense,Madeira,42328.0,402131.0,240084.0,52628.0,19865.0,74601.0,9500.354375354374,0
1300839,Caapiranga,AM,Amazonas,Norte,Centro Amazonense,Coari,13482.0,177894.0,86565.0,52504.0,8137.0,26900.0,13194.926568758345,0
1300904,Canutama,AM,Amazonas,Norte,Sul Amazonense,Purus,15981.0,154316.0,93398.0,23312.0,6976.0,26297.0,9656.216757399412,0
1301001,Carauari,AM,Amazonas,Norte,Sudoeste Amazonense,Juruá,28719.0,370663.0,151406.0,98427.0,23989.0,80012.0,12906.542706918764,0
1301100,Careiro,AM,Amazonas,Norte,Centro Amazonense,Manaus,38820.0,395194.0,212448.0,60821.0,35814.0,70459.0,10180.164863472435,0
1301159,Careiro da Várzea,AM,Amazonas,Norte,Centro Amazonense,Manaus,31459.0,413374.0,163698.0,193978.0,15110.0,35050.0,13140.087097491974,0
1301209,Coari,AM,Amazonas,Norte,Centro Amazonense,Coari,86713.0,3380325.0,536328.0,113910.0,2000961.0,615253.0,38982.909137038274,1
1301308,Codajás,AM,Amazonas,Norte,Centro Amazonense,Coari,29691.0,531995.0,155828.0,299133.0,18840.0,49138.0,17917.71917416052,1
1301407,Eirunepé,AM,Amazonas,Norte,Sudoeste Amazonense,Juruá,36121.0,568036.0,204939.0,248976.0,20731.0,77825.0,15725.921209268849,1
1301506,Envira,AM,Amazonas,Norte,Sudoeste Amazonense,Juruá,20748.0,215527.0,114651.0,45372.0,9556.0,38934.0,10387.844611528822,0
1301605,Fonte Boa,AM,Amazonas,Norte,Sudoeste Amazonense,Alto Solimões,16409.0,222773.0,127121.0,28885.0,14195.0,44172.0,13576.269120604546,0
1301654,Guajará,AM,Amazonas,Norte,Sudoeste Amazonense,Juruá,17193.0,177320.0,105025.0,31779.0,7128.0,29220.0,10313.499680102368,0
1301704,Humaitá,AM,Amazonas,Norte,Sul Amazonense,Madeira,57195.0,860168.0,283061.0,183793.0,77643.0,254811.0,15039.216714747792,1
1301803,Ipixuna,AM,Amazonas,Norte,Sudoeste Amazonense,Juruá,31172.0,216519.0,153569.0,16713.0,7758.0,32395.0,6945.945078916977,0
1301852,Iranduba,AM,Amazonas,Norte,Centro Amazonense,Manaus,49718.0,1001862.0,305723.0,303362.0,123196.0,211279.0,20150.89102538316,1
1301902,Itacoatiara,AM,Amazonas,Norte,Centro Amazonense,Itacoatiara,104046.0,2350463.0,576311.0,465661.0,182494.0,926007.0,22590.61376698768,1
1301951,Itamarati,AM,Amazonas,Norte,Sudoeste Amazonense,Juruá,7777.0,135620.0,59016.0,42944.0,6481.0,23317.0,17438.60100295744,0
1302009,Itapiranga,AM,Amazonas,Norte,Centro Amazonense,Itacoatiara,9312.0,152509.0,64054.0,40382.0,9291.0,31591.0,16377.68470790378,0
1302108,Japurá,AM,Amazonas,Norte,Norte Amazonense,Japurá,1755.0,85809.0,37323.0,16663.0,6036.0,21850.0,48894.01709401709,0
1302207,Juruá,AM,Amazonas,Norte,Sudoeste Amazonense,Juruá,15495.0,138074.0,85089.0,21456.0,6747.0,20685.0,8910.874475637302,0
1302306,Jutaí,AM,Amazonas,Norte,Sudoeste Amazonense,Alto Solimões,13462.0,266377.0,114027.0,77531.0,14842.0,52066.0,19787.32729163572,0
1302405,Lábrea,AM,Amazonas,Norte,Sul Amazonense,Purus,47685.0,625198.0,233508.0,234934.0,25787.0,106796.0,13110.999266016566,1
1302504,Manacapuru,AM,Amazonas,Norte,Centro Amazonense,Manaus,99613.0,1544675.0,552761.0,409121.0,142289.0,368854.0,15506.761165711305,1
1302553,Manaquiri,AM,Amazonas,Norte,Centro Amazonense,Manaus,33981.0,311335.0,162980.0,93213.0,14926.0,33242.0,9162.031723610253,0
1302603,Manaus,AM,Amazonas,Norte,Centro Amazonense,Manaus,2255903.0,103281400.0,11279398.0,201067.0,37697008.0,33086569.0,45782.73090642638,1
1302702,Manicoré,AM,Amazonas,Norte,Sul Amazonense,Madeira,57405.0,686279.0,303518.0,184244.0,41056.0,128373.0,11955.038759689922,1
1302801,Maraã,AM,Amazonas,Norte,Norte Amazonense,Japurá,18298.0,176217.0,119439.0,18701.0,7817.0,25730.0,9630.396764673736,0
1302900,Maués,AM,Amazonas,Norte,Centro Amazonense,Parintins,66159.0,595826.0,344043.0,67607.0,36746.0,119688.0,9005.970465091674,1
1303007,Nhamundá,AM,Amazonas,Norte,Centro Amazonense,Parintins,21710.0,207005.0,119447.0,27468.0,9860.0,41754.0,9535.006909258404,0
1303106,Nova Olinda do Norte,AM,Amazonas,Norte,Centro Amazonense,Itacoatiara,38665.0,341652.0,207200.0,39757.0,20971.0,57933.0,8836.20845726109,0
1303205,Novo Airão,AM,Amazonas,Norte,Norte Amazonense,Rio Negro,20395.0,186533.0,117357.0,8945.0,12583.0,40621.0,9146.016180436382,0
1303304,Novo Aripuanã,AM,Amazonas,Norte,Sul Amazonense,Madeira,26443.0,252422.0,133342.0,56186.0,15549.0,39474.0,9545.8911621223,0
1303403,Parintins,AM,Amazonas,Norte,Centro Amazonense,Parintins,116439.0,1426972.0,594533.0,290479.0,92451.0,358496.0,12255.103530604008,1
1303502,Pauini,AM,Amazonas,Norte,Sul Amazonense,Boca do Acre,19616.0,199541.0,116553.0,37032.0,7531.0,32920.0,10172.35929853181,0
1303536,Presidente Figueiredo,AM,Amazonas,Norte,Centro Amazonense,Rio Preto da Eva,38095.0,1031905.0,266748.0,95259.0,433687.0,193115.0,27087.675547972176,1
1303569,Rio Preto da Eva,AM,Amazonas,Norte,Centro Amazonense,Rio Preto da Eva,34856.0,407146.0,175770.0,87222.0,40821.0,77029.0,11680.801009869176,0
1303601,Santa Isabel do Rio Negro,AM,Amazonas,Norte,Norte Amazonense,Rio Negro,26566.0,185817.0,131235.0,17853.0,6116.0,25474.0,6994.541895656102,0
1303700,Santo Antônio do Içá,AM,Amazonas,Norte,Sudoeste Amazonense,Alto Solimões,20889.0,237314.0,139600.0,26918.0,12934.0,46551.0,11360.71616640337,0
1303809,São Gabriel da Cachoeira,AM,Amazonas,Norte,Norte Amazonense,Rio Negro,47031.0,423055.0,258741.0,25902.0,25536.0,92872.0,8995.237183985031,0
1303908,São Paulo de Olivença,AM,Amazonas,Norte,Sudoeste Amazonense,Alto Solimões,40837.0,334131.0,225717.0,36480.0,13703.0,50083.0,8182.065283933687,0
1303957,São Sebastião do Uatumã,AM,Amazonas,Norte,Centro Amazonense,Parintins,14678.0,136609.0,80211.0,20958.0,6871.0,24321.0,9307.058182313667,0
1304005,Silves,AM,Amazonas,Norte,Centro Amazonense,Itacoatiara,9289.0,175042.0,64096.0,58572.0,20700.0,23226.0,18844.009042954032,0
1304062,Tabatinga,AM,Amazonas,Norte,Sudoeste Amazonense,Alto Solimões,68502.0,758035.0,396660.0,20271.0,50521.0,227285.0,11065.881288137572,1
1304104,Tapauá,AM,Amazonas,Norte,Sul Amazonense,Purus,16876.0,239944.0,119939.0,59592.0,11911.0,40964.0,14218.061151931735,0
1304203,Tefé,AM,Amazonas,Norte,Centro Amazonense,Tefé,59250.0,1098392.0,383685.0,191608.0,227130.0,249041.0,18538.26160337553,1
1304237,Tonantins,AM,Amazonas,Norte,Sudoeste Amazonense,Alto Solimões,19038.0,185410.0,125811.0,13062.0,7589.0,33007.0,9738.94316629898,0
1304260,Uarini,AM,Amazonas,Norte,Centro Amazonense,Tefé,13839.0,229209.0,88152.0,81996.0,10923.0,39394.0,16562.540646000434,0
1304302,Urucará,AM,Amazonas,Norte,Centro Amazonense,Parintins,16007.0,205656.0,99414.0,51040.0,10449.0,37696.0,12847.87905291435,0
1304401,Urucurituba,AM,Amazonas,Norte,Centro Amazonense,Itacoatiara,24098.0,232661.0,134010.0,34164.0,12699.0,43384.0,9654.784629429829,0
1400027,Amajari,RR,Roraima,Norte,Norte de Roraima,Boa Vista,13561.0,240826.0,142661.0,62983.0,10213.0,21938.0,17758.71985841752,0
1400050,Alto Alegre,RR,Roraima,Norte,Norte de Roraima,Boa Vista,15249.0,385507.0,167566.0,146585.0,14739.0,49570.0,25280.805298708117,0
1400100,Boa Vista,RR,Roraima,Norte,Norte de Roraima,Boa Vista,436591.0,13493364.0,4791543.0,190928.0,1306705.0,5625759.0,30906.189087727416,1
1400159,Bonfim,RR,Roraima,Norte,Norte de Roraima,Nordeste de Roraima,12701.0,522405.0,147193.0,274520.0,22091.0,70215.0,41131.0133060389,1
1400175,Cantá,RR,Roraima,Norte,Norte de Roraima,Nordeste de Roraima,19257.0,353071.0,205700.0,58180.0,19723.0,38823.0,18334.683491717296,0
1400209,Caracaraí,RR,Roraima,Norte,Sul de Roraima,Caracaraí,22635.0,453298.0,253062.0,68071.0,22712.0,89620.0,20026.419262204552,1
1400233,Caroebe,RR,Roraima,Norte,Sul de Roraima,Sudeste de Roraima,10595.0,236788.0,116439.0,73570.0,6607.0,33952.0,22349.032562529494,0
1400282,Iracema,RR,Roraima,Norte,Sul de Roraima,Caracaraí,12637.0,208477.0,135327.0,38618.0,5929.0,24505.0,16497.349054364167,0
1400308,Mucajaí,RR,Roraima,Norte,Sul de Roraima,Caracaraí,18482.0,393852.0,199048.0,70846.0,19885.0,81159.0,21310.03138188508,0
1400407,Normandia,RR,Roraima,Norte,Norte de Roraima,Nordeste de Roraima,11772.0,202859.0,131585.0,39996.0,6997.0,21175.0,17232.330954808018,0
1400456,Pacaraima,RR,Roraima,Norte,Norte de Roraima,Boa Vista,20108.0,329092.0,222588.0,10378.0,12128.0,60785.0,16366.222399045157,0
1400472,Rorainópolis,RR,Roraima,Norte,Sul de Roraima,Sudeste de Roraima,31387.0,732356.0,352449.0,104178.0,42449.0,161711.0,23333.09969095485,1
1400506,São João da Baliza,RR,Roraima,Norte,Sul de Roraima,Sudeste de Roraima,8492.0,327768.0,95076.0,43138.0,36302.0,51109.0,38597.26801695714,0
1400605,São Luiz do Anauá,RR,Roraima,Norte,Sul de Roraima,Sudeste de Roraima,8232.0,178972.0,92071.0,43740.0,7046.0,25916.0,21741.01068999028,0
1400704,Uiramutã,RR,Roraima,Norte,Norte de Roraima,Nordeste de Roraima,11014.0,143945.0,118438.0,8657.0,2202.0,12598.0,13069.275467586707,0
1500107,Abaetetuba,PA,Pará,Norte,Nordeste Paraense,Cametá,160439.0,1947974.0,669460.0,272103.0,73614.0,754091.0,12141.524192995468,1
1500131,Abel Figueiredo,PA,Pará,Norte,Sudeste Paraense,Paragominas,7536.0,105404.0,36359.0,27211.0,9394.0,24584.0,13986.730360934183,0
1500206,Acará,PA,Pará,Norte,Nordeste Paraense,Tomé-Açu,55744.0,1432521.0,312427.0,904959.0,58472.0,130251.0,25698.209672789897,1
1500305,Afuá,PA,Pará,Norte,Marajó,Furos de Breves,39910.0,443759.0,191039.0,174162.0,20307.0,46161.0,11118.992733650712,0
1500347,Água Azul do Norte,PA,Pará,Norte,Sudeste Paraense,Parauapebas,27797.0,642853.0,123699.0,239536.0,123807.0,63707.0,23126.704320610137,1
1500404,Alenquer,PA,Pará,Norte,Baixo Amazonas,Santarém,57390.0,744811.0,258088.0,302185.0,24521.0,135246.0,12978.06238020561,1
1500503,Almeirim,PA,Pará,Norte,Baixo Amazonas,Almeirim,34044.0,687773.0,197239.0,88297.0,217294.0,118064.0,20202.47326988603,1
1500602,Altamira,PA,Pará,Norte,Sudoeste Paraense,Altamira,117320.0,3118777.0,569189.0,429744.0,443280.0,1337527.0,26583.506648482784,1
1500701,Anajás,PA,Pará,Norte,Marajó,Furos de Breves,30091.0,258574.0,159539.0,38552.0,7907.0,37951.0,8593.067694659532,0
1500800,Ananindeua,PA,Pará,Norte,Metropolitana de Belém,Belém,540410.0,8937579.0,1832303.0,13285.0,1035308.0,4679395.0,16538.51520142114,1
1500859,Anapu,PA,Pará,Norte,Sudoeste Paraense,Altamira,29312.0,587647.0,146742.0,235104.0,22728.0,140246.0,20048.00081877729,1
1500909,Augusto Corrêa,PA,Pará,Norte,Nordeste Paraense,Bragantina,46937.0,363265.0,214921.0,67396.0,12548.0,56528.0,7739.416664891237,0
1500958,Aurora do Pará,PA,Pará,Norte,Nordeste Paraense,Guamá,32200.0,308260.0,152011.0,88250.0,9606.0,47400.0,9573.29192546584,0
1501006,Aveiro,PA,Pará,Norte,Sudoeste Paraense,Itaituba,16421.0,151776.0,78064.0,49842.0,8055.0,12919.0,9242.798855124536,0
1501105,Bagre,PA,Pará,Norte,Marajó,Portel,31967.0,250290.0,130826.0,85696.0,6399.0,23118.0,7829.636812963368,0
1501204,Baião,PA,Pará,Norte,Nordeste Paraense,Cametá,49454.0,561719.0,207563.0,265131.0,15613.0,63199.0,11358.413879564849,1
1501253,Bannach,PA,Pará,Norte,Sudeste Paraense,São Félix do Xingu,3239.0,128925.0,23317.0,90753.0,1598.0,10288.0,39803.95183698672,0
1501303,Barcarena,PA,Pará,Norte,Metropolitana de Belém,Belém,129333.0,9242378.0,621746.0,181646.0,4694445.0,1468235.0,71461.86974708698,1
1501402,Belém,PA,Pará,Norte,Metropolitana de Belém,Belém,1506420.0,33567695.0,5803063.0,99129.0,3549132.0,17773251.0,22283.09170085368,1
